datetime;power;wind_speed;wind_direction;humidity;temperature;pressure;ghi
01/01/2022 05:30;2567.46;1.08;112.1;91;18.21;931;13
01/01/2022 05:45;12376.49;0.92;103.5;91;18.2;931;39
01/01/2022 06:00;31571.11;1.08;136;91;18.45;931;58
01/01/2022 06:15;38372.91;0.78;112.05;90.85;19.09;931;93
01/01/2022 06:30;31825.42;0.6;113.2;90.5;19.68;931;136
01/01/2022 06:45;29477.19;0.64;90.15;89.2;20.16;931;156
01/01/2022 07:00;54725.09;0.24;57.89;88.9;20.16;931;190
01/01/2022 07:15;71628.19;0.69;73.95;88.4;20.7;931;252
01/01/2022 07:30;70797.73;1.21;72.2;87.1;21.21;931;310
01/01/2022 07:45;100084.76;1.13;36.24;87.15;21.42;931;322
01/01/2022 08:00;84502.57;1.41;39.26;86.7;21.55;931;360
01/01/2022 08:15;132541.7;1.25;24.5;85.15;22.13;931;337
01/01/2022 08:30;98945.89;1.13;10.6;83.2;22.83;931;386
01/01/2022 08:45;103754.29;1.02;176.37;82.15;23.2;929.5;473
01/01/2022 09:00;102771.27;1.35;19.06;81.9;23.22;929;393
01/01/2022 09:15;127207.26;1.34;196.03;80.53;23.59;929.5;526
01/01/2022 09:30;172277.48;1.49;10.55;79.5;24.11;929;472
01/01/2022 09:45;127798.75;1.76;8.46;77.8;24.54;929;399
01/01/2022 10:00;93755.09;1.42;2.57;79.43;24.38;929;305
01/01/2022 10:15;71152.39;1.31;1.47;79.57;24.47;929;261
01/01/2022 10:30;77681.24;1.62;2.64;79.72;24.39;929;346
01/01/2022 10:45;85218.85;1.86;179.88;77.88;24.52;929;454
01/01/2022 11:00;127256.75;1.65;2.69;77.85;24.68;929;652
01/01/2022 11:15;101034.65;2.31;1.49;76.47;25.19;929;650
01/01/2022 11:30;157633.94;2.63;13.07;75.18;25.46;929;796
01/01/2022 11:45;183055.65;2.42;348.9;75.33;25.91;929;743
01/01/2022 12:00;173601.4;3.03;338;73.71;26.24;927;718
01/01/2022 12:15;224005.8;2.69;175.75;73.08;26.29;927;743
01/01/2022 12:30;195524.17;3.06;2.61;71.45;26.65;927;540
01/01/2022 12:45;130183.21;2.94;332.1;71.6;26.54;927;820
01/01/2022 13:00;88538.03;2.58;20.18;71.17;26.4;927;723
01/01/2022 13:15;182728.44;3.05;2.73;70.03;27.12;927;544
01/01/2022 13:30;202814.78;2.69;0.1;69.85;27.19;927;746
01/01/2022 13:45;108225.45;2.38;172.37;66.03;28.01;926;580
01/01/2022 14:00;94946.43;2.44;2.88;65.66;27.71;925;452
01/01/2022 14:15;63595.07;1.83;123.68;66.47;27.31;925;249
01/01/2022 14:30;37299.47;2.34;245.7;70.87;26.4;925;291
01/01/2022 14:45;10678.08;2.65;254.65;71.98;24.88;926.5;130
01/01/2022 15:00;12871.2;2.2;332.3;75.98;23.74;927;118
01/01/2022 15:15;25354.12;3.24;237.4;85.15;21.38;927;110
01/01/2022 15:30;29648.62;1.76;96.9;88.2;20.36;928;90
01/01/2022 15:45;33094.65;1.87;100.35;88.8;20.71;929;33
01/01/2022 16:00;43283.57;1.92;125.1;89.6;20.08;929;73
01/01/2022 16:15;53748.99;1.8;107.65;90.05;20.35;929;188
01/01/2022 16:30;49500.11;2.07;146.7;90.1;20.55;929;191
01/01/2022 16:45;29792.64;1.97;118.25;90.1;20.53;929;179
01/01/2022 17:00;47045.54;1.89;149.1;90.1;20.59;929;238
01/01/2022 17:15;60606.27;1.79;155.85;89.85;20.78;929;160
01/01/2022 17:30;14853.95;1.81;112.8;88.5;21.29;929;82
01/01/2022 17:45;9282.57;1.4;171.7;88.8;20.88;929;61
01/01/2022 18:00;4645.87;1.24;104.7;89;20.57;929;48
01/01/2022 18:15;2257.27;1.16;152.55;89.1;20.48;929;38
01/01/2022 18:30;250.15;1.1;110.3;89.4;20.38;930;19
01/01/2022 18:45;98.05;1.47;105.2;89.35;20.45;931;2
01/01/2022 19:00;0;1.14;129;89.3;20.45;931;0
01/01/2022 19:15;0;1.14;87.04;89.45;20.43;931;0
01/01/2022 19:30;0;1.17;119.7;89.8;20.32;931;0
01/01/2022 19:45;0;1.19;121.9;90.05;20.32;931;0
01/01/2022 20:00;0;1.23;92.8;90.2;20.38;931;0
02/01/2022 05:30;734.49;0.87;112.1;91;19.81;933;5
02/01/2022 05:45;4404.61;0.57;124.55;91;19.71;933.5;31
02/01/2022 06:00;13234.81;0.74;103.1;91;19.78;934;51
02/01/2022 06:15;23222.63;0.8;122.7;91;19.98;934;88
02/01/2022 06:30;22648.37;0.88;126.5;90.9;20.34;934;140
02/01/2022 06:45;70126.41;0.49;141.2;90.85;20.55;934.5;172
02/01/2022 07:00;96178.85;0.42;91.4;90.6;21.55;934;230
02/01/2022 07:15;104579.09;0.86;97.45;88.1;22.38;933;357
02/01/2022 07:30;106956.64;1.03;105.1;86.2;22.76;933;431
02/01/2022 07:45;120362.41;1.22;65.95;85.5;23.17;933;492
02/01/2022 08:00;137314.61;1.06;31.04;85.3;23.49;931;549
02/01/2022 08:15;148906.66;1.21;84.91;81.6;24.34;931;605
02/01/2022 08:30;170101.62;1.23;38.97;78.75;24.82;931;645
02/01/2022 08:45;146627.83;1.8;21.03;76.64;25.1;931;650
02/01/2022 09:00;153811.86;1.75;67.25;76.62;25.19;931;574
02/01/2022 09:15;142714.71;1.7;37.59;74.7;25.51;931;584
02/01/2022 09:30;136563.37;1.19;98.5;74.05;25.66;931;772
02/01/2022 09:45;143872.69;1.6;4.93;73.41;25.81;931;859
02/01/2022 10:00;215815.31;1.84;54.13;73.73;25.53;931;724
02/01/2022 10:15;139295.94;1.5;26.91;71.86;26.56;931;488
02/01/2022 10:30;140404.61;1.8;4.61;71.98;26.33;931;445
02/01/2022 10:45;134884.51;1.84;13.38;72.79;26.31;930.5;506
02/01/2022 11:00;207286.38;1.84;351.8;72.76;26.42;929;725
02/01/2022 11:15;160077.52;1.52;10;71.87;26.82;929;823
02/01/2022 11:30;152439.08;1.24;0;71.6;26.74;929;514
02/01/2022 11:45;73346.73;2.18;351.85;72.86;26.48;929;297
02/01/2022 12:00;96334.59;2.52;330.9;74.64;25.75;929;441
02/01/2022 12:15;219491.73;1.87;178.66;77.91;25.41;929;724
02/01/2022 12:30;139856.47;2.08;2.73;73.78;26.59;929;563
02/01/2022 12:45;114660.97;2.23;191.95;70.44;26.86;929;681
02/01/2022 13:00;165148.83;2.46;46.86;77.44;25.38;929;652
02/01/2022 13:15;136126.03;2.13;51.8;74.31;25.77;929;605
02/01/2022 13:30;141139.8;1.7;100.2;71.57;26.6;928;737
02/01/2022 13:45;176918.43;1.31;23.19;67.81;27.12;927;688
02/01/2022 14:00;141260.79;1.35;306.4;66.49;27.39;927;588
02/01/2022 14:15;101920.47;1.47;130.7;68.69;27.34;927;394
02/01/2022 14:30;114225.29;1.21;14.52;69.3;27.1;926;437
02/01/2022 14:45;106161.26;1.12;43.19;67.69;27.36;926;419
02/01/2022 15:00;126014.5;1.14;103.1;66.42;27.61;925;494
02/01/2022 15:15;87181.86;0.98;203.05;63.88;27.93;925;387
02/01/2022 15:30;81408.56;0.73;97.2;62.78;28.04;925;453
02/01/2022 15:45;100703.33;0.87;80.12;61.95;27.93;925;409
02/01/2022 16:00;106391.76;1.2;3.75;59.83;28.21;925;338
02/01/2022 16:15;66994.41;0.98;111.45;61.25;28.04;925;257
02/01/2022 16:30;58189.57;1.18;69.91;62.87;27.72;925;191
02/01/2022 16:45;84203.69;1.2;105.55;63.14;27.6;925;195
02/01/2022 17:00;69540.98;1.29;63.45;62.88;27.68;925;223
02/01/2022 17:15;67303.97;1.33;94.9;64.72;27.48;925;197
02/01/2022 17:30;23567.36;1.62;116.8;68.27;27.36;925;172
02/01/2022 17:45;18248.65;1.42;126.65;72.97;26.1;925;126
02/01/2022 18:00;14621.42;1.23;105.8;73.84;25.52;926;100
02/01/2022 18:15;9659.69;1.02;125.65;74.44;25.34;927;60
02/01/2022 18:30;5936.75;1.53;129.2;72.95;25.15;927;20
02/01/2022 18:45;1672.13;1.24;109.95;74.03;24.63;927;3
02/01/2022 19:00;57.28;1.23;81.9;76.89;23.91;928;0
02/01/2022 19:15;0;0.94;101.68;79.34;23.41;929;0
02/01/2022 19:30;0;0.84;108.5;80.4;23.33;929;0
02/01/2022 19:45;0;0.88;118.2;82.6;22.71;929;0
02/01/2022 20:00;0;0.98;117;83.6;22.57;929;0
03/01/2022 05:30;2045.33;0.61;113.7;89;21.12;933;8
03/01/2022 05:45;4939.13;0.73;93.85;88.05;21.41;933;31
03/01/2022 06:00;9242.16;0.11;181;87.7;21.52;933;70
03/01/2022 06:15;18755.25;0;185.3;88.2;21.56;933;95
03/01/2022 06:30;34428.33;0.09;134.1;87.8;21.82;933;122
03/01/2022 06:45;36368.5;0.73;146.15;86.7;22.7;933;103
03/01/2022 07:00;38656.08;0.65;132;84;23.32;933;166
03/01/2022 07:15;35355.01;0.53;135.9;84.35;23.41;933;224
03/01/2022 07:30;44950.46;0.61;15.45;83.5;23.44;933;385
03/01/2022 07:45;129000.69;0.61;3.04;82.1;23.67;933;466
03/01/2022 08:00;141140.36;1.07;124;79.47;24.81;931;535
03/01/2022 08:15;149745.38;1.3;132.1;76.4;25.71;931;595
03/01/2022 08:30;162396.22;1.5;125;75.72;25.97;931;647
03/01/2022 08:45;162294.96;1.51;53.84;74.38;26.27;929.5;672
03/01/2022 09:00;133468.18;1.91;96;74.12;26.21;929;642
03/01/2022 09:15;189838.7;1.79;48.05;73.72;26.48;929;672
03/01/2022 09:30;138669.57;2.38;50.28;73;26.33;929;619
03/01/2022 09:45;140200.42;2.33;40.31;72.78;26.55;929;682
03/01/2022 10:00;186215.55;1.97;68.04;72.39;26.69;929;862
03/01/2022 10:15;187924.53;1.89;47.77;71.81;26.92;929;832
03/01/2022 10:30;153385.41;1.84;2.73;70.55;27.83;929;720
03/01/2022 10:45;145443.45;2.12;167.78;69.83;27.82;929;883
03/01/2022 11:00;238335.25;1.81;344.6;72;26.94;928;889
03/01/2022 11:15;209284.35;1.85;22.23;69.97;27.92;927.5;891
03/01/2022 11:30;168196.81;1.66;263.6;67.88;28.21;927;941
03/01/2022 11:45;240027.43;2.2;184.74;66.03;28.64;927;769
03/01/2022 12:00;94576.81;1.81;2.66;65.54;28.63;927;844
03/01/2022 12:15;126561.65;2.26;27.95;66.51;28.96;926;643
03/01/2022 12:30;110044.48;2.77;8.48;68.87;29.06;925;663
03/01/2022 12:45;230111.85;2.6;36.81;67.03;29.23;925;760
03/01/2022 13:00;148975.78;2.34;74.05;70.33;28.13;925;778
03/01/2022 13:15;177953.43;2.1;108.1;72.25;27.62;925;777
03/01/2022 13:30;262704;2.02;47.1;65.76;28.8;925;818
03/01/2022 13:45;246552.12;1.77;86.95;64.21;29.84;924;555
03/01/2022 14:00;89154.7;1.97;70.01;63.41;29.86;924;212
03/01/2022 14:15;77658.9;2.47;24.57;69.67;28.2;924;166
03/01/2022 14:30;90742.25;2.33;23.81;76;26.76;925;248
03/01/2022 14:45;82468.62;2.08;43.51;75.52;26.73;925;256
03/01/2022 15:00;87554.76;1.99;31.51;76.17;26.75;925;144
03/01/2022 15:15;69725.8;1.74;118.35;75.81;26.91;925;90
03/01/2022 15:30;45719.84;1.49;98.2;75.34;27.11;925;123
03/01/2022 15:45;57928.55;1.59;65.58;72.49;27.09;925;231
03/01/2022 16:00;46783.5;2.37;24.1;75.36;26.15;925;194
03/01/2022 16:15;28693.22;1.56;39.63;76.81;25.7;925;92
03/01/2022 16:30;18201.49;1.36;70.7;75.49;25.67;925;63
03/01/2022 16:45;12831.04;1.36;84.75;79.05;24.76;925;87
03/01/2022 17:00;14725.43;0.85;82.3;84;23.8;925;87
03/01/2022 17:15;15862.72;0.86;75.08;86.5;23.47;926;86
03/01/2022 17:30;16678.98;0.44;193.7;87.4;23.26;927;73
03/01/2022 17:45;14433.97;0.4;142.1;86.6;23.27;927;58
03/01/2022 18:00;11030.99;0.45;92.6;86.9;23.19;927;50
03/01/2022 18:15;7408.73;0.23;144;87.15;23.16;927;34
03/01/2022 18:30;4005.31;0.04;168.7;87.4;23.07;927;9
03/01/2022 18:45;914.21;0.58;163.45;87.8;22.87;927;0
03/01/2022 19:00;0;0.8;167.1;88.3;22.61;927;0
03/01/2022 19:15;0;0.51;159.15;88.4;22.63;928;0
03/01/2022 19:30;0;0.21;188.2;88.4;22.75;929;0
03/01/2022 19:45;0;0.83;180.1;88.25;22.75;929;0
03/01/2022 20:00;0;0.47;174.7;88.3;22.89;929;0
04/01/2022 05:30;1347.53;1.2;96.9;86.7;21.91;929;7
04/01/2022 05:45;3833.01;0.95;110.45;87.8;21.52;929;28
04/01/2022 06:00;6164.38;0.34;101.3;88.4;21.39;929;72
04/01/2022 06:15;23882.47;0.47;77.78;88.6;21.38;929;127
04/01/2022 06:30;48022.6;0.93;98.6;87.7;22.14;929;166
04/01/2022 06:45;70061.23;1.18;43.82;84.25;23.48;929;183
04/01/2022 07:00;66550.79;1.71;43.39;82.7;24.05;929;274
04/01/2022 07:15;103548.83;1.4;30.82;82.95;24;929;324
04/01/2022 07:30;69443.84;2.17;53.71;79.61;24.89;928;390
04/01/2022 07:45;88277.01;1.97;26.55;79.12;24.95;927;396
04/01/2022 08:00;99224.65;2.36;45.39;78.22;25.12;927;347
04/01/2022 08:15;177045.87;2.31;40.23;77.55;25.45;927;481
04/01/2022 08:30;160742.36;2.38;55.84;76.21;26.25;927;569
04/01/2022 08:45;185575.71;2.53;54.86;74.48;26.48;927;619
04/01/2022 09:00;200296.58;2.67;62.47;72.01;27.12;927;624
04/01/2022 09:15;127671.03;3.39;24.89;71.26;26.96;927;622
04/01/2022 09:30;106375.23;3.42;20.58;70.67;27.11;927;569
04/01/2022 09:45;118273.33;3.48;12.96;71.41;26.74;927;496
04/01/2022 10:00;63881.47;3.48;21.67;70.78;26.82;927;298
04/01/2022 10:15;89772.28;3.27;39.85;72.45;26.47;927;516
04/01/2022 10:30;122084.63;3.27;16.8;72.29;26.71;927;637
04/01/2022 10:45;177105.76;3.24;13.4;71.38;27.02;927;767
04/01/2022 11:00;215021.86;3.29;6.46;70.35;27.59;927;735
04/01/2022 11:15;184384.48;3.43;9.58;69.66;27.71;926.5;850
04/01/2022 11:30;224237.86;4.41;349.4;66.84;27.96;926;821
04/01/2022 11:45;193921.59;3.59;15.83;68.28;27.8;925;804
04/01/2022 12:00;191392.61;3.66;13.21;67.61;28.15;925;773
04/01/2022 12:15;103865.14;3.87;20.71;66.93;28.44;925;421
04/01/2022 12:30;37592.91;4.45;15.33;67.49;27.66;925;122
04/01/2022 12:45;64298.85;4.95;30.45;84.35;22.07;926;279
04/01/2022 13:00;63291.85;3.83;43.2;88.4;21.46;927;326
04/01/2022 13:15;62745.83;2.82;33.81;87.95;21.66;927;216
04/01/2022 13:30;70992.67;1.98;42.58;87.5;21.84;927;208
04/01/2022 13:45;106828.04;1.95;21.58;86.55;22.11;927;449
04/01/2022 14:00;114681.66;1.81;57.7;85;22.83;927;481
04/01/2022 14:15;107509.71;1.61;16.37;83.55;23.17;927;420
04/01/2022 14:30;93298.06;1.99;29.21;81.9;23.6;927;279
04/01/2022 14:45;76952.3;1.99;7;80.85;24.09;925;271
04/01/2022 15:00;101788.2;1.72;26.33;80.4;24.34;925;240
04/01/2022 15:15;87882.6;2.16;14.91;78.02;24.68;925;213
04/01/2022 15:30;65157.33;2.22;345.9;76.39;24.88;925;186
04/01/2022 15:45;51734.41;1.56;34.64;76.4;24.79;925;158
04/01/2022 16:00;50921.54;1.34;31.51;76.01;24.86;925;201
04/01/2022 16:15;63087.79;1.17;14.04;75.81;24.87;925;289
04/01/2022 16:30;78541.83;1.08;21.24;75.99;25.11;925;299
04/01/2022 16:45;40592.88;1.39;14.39;75.19;25.52;925;223
04/01/2022 17:00;16791.39;1.73;20.25;75.85;25.32;925;126
04/01/2022 17:15;9323.48;1.42;12.31;78.02;25.03;925;74
04/01/2022 17:30;4726.91;1.57;41.28;79.29;24.9;925;51
04/01/2022 17:45;3802.35;2.1;8.76;80.65;24.56;925;51
04/01/2022 18:00;3290.03;2.11;2.64;82.2;24.13;925;51
04/01/2022 18:15;3302.3;2.15;180.03;83.4;23.07;926.5;37
04/01/2022 18:30;902.69;1.7;48.84;85.9;22.63;927;8
04/01/2022 18:45;5.53;1.59;31.51;87.43;22.12;927;1
04/01/2022 19:00;0;1.32;77.31;88.2;21.84;927;0
04/01/2022 19:15;0;2.04;74;88.55;21.72;927;0
04/01/2022 19:30;0;1.48;117.1;89;21.55;927;0
04/01/2022 19:45;0;1.32;51.59;89.25;21.36;929;0
04/01/2022 20:00;0;1.36;65.45;89.5;21.2;929;0
05/01/2022 05:30;86.81;1.41;30.37;89.9;21;929;2
05/01/2022 05:45;2160.53;1.25;17.68;90;21.04;929;15
05/01/2022 06:00;5240.55;1.11;5.28;90;21.14;929;22
05/01/2022 06:15;8120.57;1.37;18.55;89.75;21.22;929;28
05/01/2022 06:30;11750.23;1.55;38.71;89.6;21.26;929;39
05/01/2022 06:45;20237;1.58;33.17;89.55;21.3;929;71
05/01/2022 07:00;26390;1.41;74.15;89.4;21.46;929;109
05/01/2022 07:15;32981.34;1.65;23.08;89.35;21.55;929;131
05/01/2022 07:30;33928.21;1.49;31.89;89.3;21.71;929;141
05/01/2022 07:45;37299.23;1.54;28.28;89.15;21.84;929;183
05/01/2022 08:00;58059.06;1.71;30.08;89;21.94;929;225
05/01/2022 08:15;52676.74;1.72;8.44;88.75;22.3;929;226
05/01/2022 08:30;41402.51;1.57;26.16;88.3;22.62;929;222
05/01/2022 08:45;46387.64;1.9;8.26;87.9;22.69;929;263
05/01/2022 09:00;89064.5;2.22;0.21;87.5;22.83;929;297
05/01/2022 09:15;59286.56;2.18;1.32;86.3;23.43;929;273
05/01/2022 09:30;49610.73;2.28;11.83;86;23.38;929;273
05/01/2022 09:45;54445.59;2.49;8.69;85.9;23.51;929;239
05/01/2022 10:00;38391.05;2.2;11;85.8;23.59;929;250
05/01/2022 10:15;77465.11;2.42;178.59;85.55;23.71;929;325
05/01/2022 10:30;97700.41;2.25;2.69;85.6;23.78;929;490
05/01/2022 10:45;132257.92;2.52;6.36;84.5;24.22;929;530
05/01/2022 11:00;48618.58;2.16;0.9;85.3;24.7;929;466
05/01/2022 11:15;99349.47;2.99;147.31;84.25;24.23;927.5;410
05/01/2022 11:30;151590.18;1.42;11.53;87.4;23.28;928;578
05/01/2022 11:45;180142.54;2.27;255.4;84.4;24.82;927.5;654
05/01/2022 12:00;109447.71;2.38;28.68;80.8;25.86;927;538
05/01/2022 12:15;169456.5;2.89;346.95;78.81;25.84;927;650
05/01/2022 12:30;151869.1;3.28;349.8;80.3;25.22;927;745
05/01/2022 12:45;104657.65;2.4;5.59;78.53;26.15;926;655
05/01/2022 13:00;61558.82;2.65;351.6;76.06;26.55;925;554
05/01/2022 13:15;161783.3;2.9;345.5;78.72;25.44;925;606
05/01/2022 13:30;118878.65;2.46;123.5;82;25.32;925;617
05/01/2022 13:45;217513.75;3.34;6.25;78.12;25.89;925;668
05/01/2022 14:00;75540.1;3.48;2.12;73.27;27.09;925;527
05/01/2022 14:15;191995.9;3.01;177.21;74.44;26.67;924.5;571
05/01/2022 14:30;158608.39;3.29;345.5;73.8;27.19;925;672
05/01/2022 14:45;190506.33;2.7;170.77;73.1;27.25;924;672
05/01/2022 15:00;140552.9;2.72;351.8;70.6;27.82;924;554
05/01/2022 15:15;158357.87;3.02;332.85;69.6;27.94;924;524
05/01/2022 15:30;115505.95;2.97;343.1;67.99;28.07;924;481
05/01/2022 15:45;159251.71;2.64;166.85;68.61;28.07;924;430
05/01/2022 16:00;93882.29;2.51;332.5;67.23;28.28;923;344
05/01/2022 16:15;83584.89;2.19;5;69.25;27.7;923;369
05/01/2022 16:30;71898.75;1.87;325.6;68.51;28.1;924;320
05/01/2022 16:45;48587.95;1.92;176.87;69.08;27.82;923;250
05/01/2022 17:00;44825.86;2.24;343.8;69.38;27.45;924;192
05/01/2022 17:15;43338.79;2.08;174.79;71.31;27.22;924;161
05/01/2022 17:30;38572.79;2.18;4.13;74.03;26.83;924;147
05/01/2022 17:45;26648.43;2.4;351.15;68.75;26.63;924;118
05/01/2022 18:00;11808.25;1.54;2.73;69.97;26.38;924;62
05/01/2022 18:15;6245.41;1.51;2.72;74.36;25.91;924;35
05/01/2022 18:30;2436.69;1.66;7.79;76.9;25.62;925;15
05/01/2022 18:45;183.46;1.26;10.43;78.06;25.33;925;2
05/01/2022 19:00;0;1.26;14.78;79.23;25.01;925;0
05/01/2022 19:15;0;1.26;2.6;79.83;24.77;925;0
05/01/2022 19:30;0;1.12;2.76;80.2;24.69;925;0
05/01/2022 19:45;0;1.15;20.55;80.75;24.64;926.5;0
05/01/2022 20:00;0;1.21;8.27;81.5;24.46;927;0
06/01/2022 05:30;976.63;1.34;8.7;90.3;21.69;929;4
06/01/2022 05:45;2800.43;1.2;38.07;90.35;21.57;929;20
06/01/2022 06:00;6187.03;1.48;17.82;90.4;21.49;929;45
06/01/2022 06:15;9587.05;1.25;18.82;90.4;21.44;929;90
06/01/2022 06:30;11416.6;0.85;16.4;90.4;21.36;929;101
06/01/2022 06:45;12681.19;0.85;8.4;90.35;21.41;929;89
06/01/2022 07:00;33900.25;0.91;4.68;90.2;21.58;930;122
06/01/2022 07:15;81121.13;1.23;15.09;89.7;21.82;929;222
06/01/2022 07:30;39797.6;1.31;15.92;88.4;22.62;929;205
06/01/2022 07:45;72263.07;1.32;30.26;88.2;22.47;929;190
06/01/2022 08:00;102063.93;1.06;332.5;88;22.95;929;257
06/01/2022 08:15;84685.27;1.03;23.06;85.95;23.63;929;257
06/01/2022 08:30;76022.37;1.01;347.2;84.6;24.07;929;229
06/01/2022 08:45;83112.67;1.39;307;84.05;24.08;928.5;250
06/01/2022 09:00;71057.16;1.57;2.73;84;24.09;929;336
06/01/2022 09:15;89711.85;1.41;21.66;85.05;24.04;929;305
06/01/2022 09:30;41280.99;1.18;44.06;84.4;24.22;929;315
06/01/2022 09:45;65003.53;1.56;198.78;84.5;24.12;929;278
06/01/2022 10:00;98043.23;1.73;351.8;83.5;24.4;929;353
06/01/2022 10:15;105952.7;1.8;318.7;82.15;24.86;929;283
06/01/2022 10:30;98723.72;1.88;345.2;80.1;25.26;929;407
06/01/2022 10:45;124604.29;2.18;324.75;80.05;25.2;928;442
06/01/2022 11:00;112082.45;1.95;309;79.74;25.57;927;518
06/01/2022 11:15;138244.47;1.8;313.45;78.13;25.69;927;642
06/01/2022 11:30;160431.51;1.88;346.3;77.3;25.9;927;589
06/01/2022 11:45;141815.49;1.73;177.75;76.52;26.29;927;575
06/01/2022 12:00;156106.04;1.64;320.1;75.09;26.41;927;589
06/01/2022 12:15;177309.06;2.16;5.31;74.34;26.57;927;541
06/01/2022 12:30;145730.89;1.94;298.9;73.15;26.98;926;616
06/01/2022 12:45;181339.66;1.74;338.95;72.24;27.19;925;591
06/01/2022 13:00;134740.95;1.81;285;71.92;27.52;925;492
06/01/2022 13:15;54095.81;1.61;306.65;71.59;27.37;925;399
06/01/2022 13:30;86155.88;2.3;279.6;75.64;26.28;925;291
06/01/2022 13:45;72174.92;1.46;252.25;83.15;25.02;925;216
06/01/2022 14:00;30106.35;1.26;300.8;79.82;25.65;925;398
06/01/2022 14:15;75727.5;2.23;170.12;78.31;25.66;925;260
06/01/2022 14:30;142798.39;2.31;9.34;82.5;24.51;925;341
06/01/2022 14:45;72379.23;1.56;351.75;83.55;24.39;925;434
06/01/2022 15:00;102799.9;1.78;347.5;77.55;25.57;925;505
06/01/2022 15:15;127868.91;1.8;176.69;80.28;25.46;925;442
06/01/2022 15:30;80500.85;1.69;337.9;78.48;26.28;925;452
06/01/2022 15:45;91286.02;1.49;201.74;80.24;26.25;925;273
06/01/2022 16:00;101713.61;0.98;262.5;73.76;27.24;924;184
06/01/2022 16:15;82230.53;2.54;240.3;66.59;28.33;924;307
06/01/2022 16:30;124927.15;2.96;240.9;68.19;27.56;924;349
06/01/2022 16:45;103222.26;3.08;173.9;68.16;27.6;924;356
06/01/2022 17:00;101063.1;3.4;209.5;67.18;27.23;924;283
06/01/2022 17:15;82211.15;3.33;204.9;66.24;27.12;924;243
06/01/2022 17:30;32813.43;2.71;183.7;65.61;27.33;924;177
06/01/2022 17:45;20073.49;3.91;188.65;71.75;25.66;924.5;112
06/01/2022 18:00;16418.29;3.76;171.1;75.48;24.64;925;80
06/01/2022 18:15;11755.51;3.09;167.6;76.49;24.27;926;35
06/01/2022 18:30;11779.19;2.86;203.6;77.73;23.93;927;10
06/01/2022 18:45;9012.43;2.79;170.85;78.47;23.62;927;2
06/01/2022 19:00;518.24;2.92;198.4;78.1;23.4;927;0
06/01/2022 19:15;0;2.33;196.85;79.28;23.11;928;0
06/01/2022 19:30;0;2.38;190.2;79.98;22.89;929;0
06/01/2022 19:45;0;1.87;197.1;81.4;22.7;929;0
06/01/2022 20:00;0;1.69;168.3;81.9;22.6;929;0
07/01/2022 05:30;965.59;0.73;181.7;86.5;19.9;932;3
07/01/2022 05:45;2318.15;1.22;177;87;19.77;933;15
07/01/2022 06:00;4247.03;1.75;180.2;86.1;20;933;19
07/01/2022 06:15;5612.43;1.81;185.4;85.15;20.24;933;26
07/01/2022 06:30;8716.09;1.63;208.1;84.8;20.39;933;36
07/01/2022 06:45;18897.09;1.91;183.3;84.8;20.49;933;49
07/01/2022 07:00;25410.75;1.72;179.5;85.4;20.51;933;71
07/01/2022 07:15;23767.29;1.25;180.6;85.9;20.59;933;112
07/01/2022 07:30;31972.59;1.65;195.1;85.7;20.66;933;56
07/01/2022 07:45;30956.38;1.6;205.45;85.6;20.81;933;73
07/01/2022 08:00;33337.08;1.73;228.1;85.4;20.78;933;127
07/01/2022 08:15;40378.68;1.37;180.2;86.2;20.79;933;186
07/01/2022 08:30;54625.85;1.44;166.7;86.8;20.76;933;216
07/01/2022 08:45;74446.18;1.69;163.7;87.45;20.7;933;203
07/01/2022 09:00;70131.19;1.66;195.4;86.8;21.06;933;205
07/01/2022 09:15;40868.57;1.74;185.5;86.8;21.2;933;160
07/01/2022 09:30;45573.93;1.5;177.7;86.7;21.07;933;131
07/01/2022 09:45;39600.68;1.74;167.45;85.3;21.3;933;141
07/01/2022 10:00;32757.57;1.53;181.8;84.1;21.52;933;101
07/01/2022 10:15;70860.21;1.42;158.85;84;21.59;933;220
07/01/2022 10:30;82099.11;1.36;169.7;83.2;22.18;933;329
07/01/2022 10:45;71983.6;1.41;139.7;82.15;22.56;933;359
07/01/2022 11:00;94234.91;1.33;200.2;81.2;22.9;933;478
07/01/2022 11:15;95306.11;1.5;154.95;79.33;23.3;931.5;289
07/01/2022 11:30;73906.02;1.58;178.4;77.9;23.53;931;179
07/01/2022 11:45;45736.22;1.61;162.85;77.12;23.55;931;95
07/01/2022 12:00;44177.27;1.45;158.7;77.87;23.22;931;110
07/01/2022 12:15;66082.25;1.47;162.25;77.89;23.31;931;175
07/01/2022 12:30;78927.3;1.56;184.1;79.31;23.34;931;206
07/01/2022 12:45;84697.8;1.21;132.6;84.4;22.66;931;260
07/01/2022 13:00;92090.79;1.24;178.5;85.2;22.86;931;307
07/01/2022 13:15;98432.9;1.4;178.95;83.9;23.09;931;349
07/01/2022 13:30;151295.82;1.74;204.6;83.2;23.17;931;561
07/01/2022 13:45;149570.23;1.95;181.1;82.3;23.8;931;534
07/01/2022 14:00;164886.93;2.68;193.3;81.1;23.79;930;520
07/01/2022 14:15;102303.81;2.89;205.65;78.84;24.24;929;531
07/01/2022 14:30;106211.31;2.35;164;77.77;24.64;929;401
07/01/2022 14:45;84939.26;2.88;196.45;75.53;24.66;929;326
